"GC/OG representative 1"	"GC/OG representative 2"	"Co-expressiom Pearson r"	"Representative 1 type"	"Representative 2 type"	"Representative 2 annotation"
"TARA_032_SRF_0.22-1.6_G_scaffold256882_1_gene232501"	"TARA_145_SRF_0.22-3_G_C14196773_1_gene602107"	0.881768653447317	"GC"	"GC"	NA
"TARA_039_DCM_lt-0.22_G_scaffold34623_1_gene11337"	"TARA_208_SRF_lt-0.22_G_scaffold37039_2_gene93710"	0.881768316258636	"GC"	"GC"	NA
"TARA_078_DCM_0.22-3_G_scaffold224158_1_gene144402"	"TARA_123_MIX_0.1-0.22_G_scaffold64595_1_gene90023"	0.881763519971429	"GC"	"GC"	NA
"TARA_151_DCM_0.22-3_G_C16180891_1_gene475339"	"TARA_100_SRF_0.22-3_G_C22040626_1_gene415332"	0.881758113797802	"GC"	"GC"	NA
"TARA_189_MES_lt-0.22_G_scaffold388830_1_gene584584"	"TARA_155_MES_lt-0.22_G_scaffold166221_1_gene354121"	0.881758001243873	"GC"	"GC"	NA
"TARA_082_SRF_lt-0.22_G_scaffold11990_3_gene20282"	"TARA_180_SRF_lt-0.22_G_scaffold349947_1_gene611237"	0.88175640180529	"GC"	"GC"	NA
"TARA_109_DCM_lt-0.22_G_scaffold57058_1_gene63985"	"TARA_109_SRF_lt-0.22_G_scaffold164940_1_gene144336"	0.881751306260335	"GC"	"GC"	NA
"TARA_201_MES_lt-0.22_G_C13495404_1_gene449637"	"TARA_201_SRF_0.22-3_G_scaffold225954_1_gene264278"	0.881748676626888	"GC"	"GC"	NA
"TARA_158_SRF_0.22-3_G_scaffold228476_1_gene228481"	"0ZV57"	0.881746544705626	"GC"	"OG"	NA
"TARA_110_DCM_0.22-3_G_scaffold290548_1_gene246650"	"TARA_078_DCM_lt-0.22_G_C4919402_1_gene100254"	0.88174525581239	"GC"	"GC"	NA
"TARA_140_SRF_0.22-3_G_scaffold76920_1_gene66382"	"TARA_076_DCM_lt-0.22_G_C5248917_1_gene227727"	0.881745128258048	"GC"	"GC"	NA
"TARA_076_DCM_lt-0.22_G_C5248917_1_gene227727"	"TARA_140_SRF_0.22-3_G_scaffold76920_1_gene66382"	0.881745128258048	"GC"	"GC"	NA
"TARA_056_MES_0.22-3_G_scaffold73316_1_gene56818"	"TARA_085_MES_0.22-3_G_scaffold155790_1_gene153106"	0.881740655748548	"GC"	"GC"	NA
"TARA_189_MES_lt-0.22_G_scaffold791_14_gene4864"	"TARA_189_MES_lt-0.22_G_scaffold159184_2_gene333403"	0.881734541128398	"GC"	"GC"	NA
"TARA_189_MES_lt-0.22_G_scaffold159184_2_gene333403"	"TARA_189_MES_lt-0.22_G_scaffold791_14_gene4864"	0.881734541128398	"GC"	"GC"	NA
"TARA_148b_MES_0.22-3_G_scaffold246713_1_gene269938"	"TARA_148b_MES_0.22-3_G_scaffold185156_1_gene154145"	0.881731747403144	"GC"	"GC"	NA
"TARA_148b_MES_0.22-3_G_scaffold185156_1_gene154145"	"TARA_148b_MES_0.22-3_G_scaffold246713_1_gene269938"	0.881731747403144	"GC"	"GC"	NA
"TARA_067_SRF_0.22-0.45_G_C17412458_1_gene491745"	"TARA_151_SRF_0.22-3_G_scaffold110509_2_gene91559"	0.881724888178191	"GC"	"GC"	NA
"TARA_123_MIX_0.22-0.45_G_scaffold333889_1_gene441927"	"TARA_100_DCM_0.22-3_G_C19600952_1_gene762592"	0.881723148319806	"GC"	"GC"	NA
"TARA_201_DCM_lt-0.22_G_scaffold314386_1_gene421445"	"TARA_180_SRF_lt-0.22_G_scaffold180955_2_gene421667"	0.881723034269684	"GC"	"GC"	NA
"TARA_038_MES_0.1-0.22_G_scaffold34403_2_gene39948"	"TARA_206_MES_lt-0.22_G_scaffold12165_1_gene52140"	0.881721165588231	"GC"	"GC"	NA
"TARA_084_SRF_lt-0.22_G_C2742520_1_gene126448"	"TARA_201_DCM_0.22-3_G_C10013588_1_gene339698"	0.881707107488072	"GC"	"GC"	NA
"TARA_018_DCM_0.22-1.6_G_scaffold372177_1_gene416684"	"TARA_018_SRF_0.22-1.6_G_scaffold378406_1_gene419919"	0.881706389468657	"GC"	"GC"	NA
"TARA_102_DCM_0.22-3_G_C27051043_1_gene784173"	"TARA_033_SRF_0.22-1.6_G_C12594524_1_gene372112"	0.881698397799617	"GC"	"GC"	NA
"TARA_033_SRF_0.22-1.6_G_C12594524_1_gene372112"	"TARA_102_DCM_0.22-3_G_C27051043_1_gene784173"	0.881698397799617	"GC"	"GC"	NA
"TARA_191_SRF_0.22-3_G_scaffold69068_1_gene79445"	"TARA_201_SRF_0.22-3_G_C13970323_1_gene460946"	0.881690584530141	"GC"	"GC"	NA
"TARA_194_SRF_lt-0.22_G_scaffold30699_1_gene76242"	"TARA_206_SRF_lt-0.22_G_scaffold10556_13_gene41763"	0.881689999538347	"GC"	"GC"	NA
"TARA_209_SRF_lt-0.22_G_scaffold251501_1_gene399486"	"TARA_189_MES_lt-0.22_G_scaffold39790_1_gene119921"	0.881680529000122	"GC"	"GC"	NA
"TARA_052_DCM_lt-0.22_G_scaffold23904_1_gene13684"	"TARA_133_SRF_0.22-3_G_scaffold14057_1_gene12955"	0.881679926922766	"GC"	"GC"	NA
"TARA_067_SRF_0.22-3_G_scaffold61248_1_gene69542"	"TARA_210_SRF_0.22-3_G_scaffold249440_1_gene274556"	0.881678343363092	"GC"	"GC"	NA
"TARA_206_SRF_lt-0.22_G_scaffold173837_1_gene326692"	"TARA_201_MES_lt-0.22_G_scaffold212266_3_gene315666"	0.881676583293544	"GC"	"GC"	NA
"TARA_133_DCM_0.22-3_G_C18060593_1_gene734825"	"TARA_065_DCM_0.1-0.22_G_scaffold69963_2_gene61798"	0.881675266556435	"GC"	"GC"	NA
"TARA_102_DCM_0.22-3_G_scaffold400060_1_gene475380"	"TARA_180_SRF_0.22-3_G_scaffold121542_1_gene185204"	0.881670630892689	"GC"	"GC"	NA
"TARA_078_DCM_lt-0.22_G_C5063330_1_gene200581"	"TARA_085_DCM_lt-0.22_G_scaffold84898_1_gene69537"	0.8816691216162	"GC"	"GC"	NA
"TARA_133_SRF_0.22-3_G_C26777949_1_gene993249"	"TARA_004_SRF_0.22-1.6_G_scaffold113905_1_gene93293"	0.881662953757538	"GC"	"GC"	NA
"TARA_109_DCM_0.22-3_G_scaffold257571_1_gene225567"	"TARA_052_SRF_0.22-1.6_G_C27135460_1_gene430993"	0.881662185436133	"GC"	"GC"	NA
"TARA_201_SRF_lt-0.22_G_C14553889_1_gene481130"	"TARA_067_SRF_lt-0.22_G_scaffold86735_1_gene74454"	0.881649538829062	"GC"	"GC"	NA
"TARA_125_MIX_0.22-3_G_scaffold441752_1_gene583655"	"TARA_112_SRF_0.22-3_G_C28392712_1_gene493621"	0.881644375625293	"GC"	"GC"	NA
"TARA_158_DCM_lt-0.22_G_scaffold39213_2_gene96362"	"TARA_180_SRF_lt-0.22_G_scaffold254789_2_gene511324"	0.881644352161587	"GC"	"GC"	NA
"TARA_032_SRF_lt-0.22_G_scaffold143671_2_gene145413"	"TARA_039_DCM_0.22-1.6_G_scaffold223371_1_gene208538"	0.88163071763316	"GC"	"GC"	NA
"TARA_102_DCM_lt-0.22_G_scaffold46158_3_gene94722"	"TARA_023_DCM_lt-0.22_G_scaffold124291_1_gene108698"	0.881627495786786	"GC"	"GC"	NA
"TARA_173_DCM_lt-0.22_G_scaffold352882_1_gene546153"	"TARA_158_SRF_lt-0.22_G_scaffold17367_1_gene67705"	0.881625726641778	"GC"	"GC"	NA
"TARA_132_DCM_0.22-3_G_scaffold104052_1_gene87753"	"TARA_004_DCM_0.22-1.6_G_scaffold209058_1_gene165109"	0.88161972369097	"GC"	"GC"	NA
"TARA_004_DCM_0.22-1.6_G_scaffold209058_1_gene165109"	"TARA_132_DCM_0.22-3_G_scaffold104052_1_gene87753"	0.88161972369097	"GC"	"GC"	NA
"TARA_124_MIX_0.1-0.22_G_scaffold134869_2_gene195848"	"TARA_058_DCM_0.22-3_G_scaffold83646_1_gene67096"	0.88161345558753	"GC"	"GC"	NA
"TARA_032_SRF_0.22-1.6_G_scaffold232000_1_gene194294"	"TARA_072_SRF_lt-0.22_G_scaffold89980_1_gene52554"	0.88161226118325	"GC"	"GC"	NA
"TARA_201_DCM_lt-0.22_G_scaffold197974_1_gene317162"	"TARA_084_SRF_0.22-3_G_scaffold163979_1_gene114661"	0.881600929745132	"GC"	"GC"	NA
"TARA_007_DCM_0.22-1.6_G_scaffold24689_1_gene21883"	"TARA_168_DCM_lt-0.22_G_scaffold75472_1_gene184056"	0.881600422765265	"GC"	"GC"	NA
"TARA_155_DCM_0.22-3_G_scaffold276682_1_gene316444"	"TARA_138_DCM_0.22-3_G_scaffold364167_1_gene332963"	0.881585848286724	"GC"	"GC"	NA
"TARA_138_DCM_0.22-3_G_scaffold364167_1_gene332963"	"TARA_155_DCM_0.22-3_G_scaffold276682_1_gene316444"	0.881585848286724	"GC"	"GC"	NA
"TARA_067_SRF_0.22-3_G_C7324436_1_gene215930"	"TARA_201_MES_lt-0.22_G_C13495404_1_gene449637"	0.881582885145867	"GC"	"GC"	NA
"TARA_034_SRF_0.1-0.22_G_scaffold54395_1_gene60600"	"TARA_025_SRF_lt-0.22_G_C3427249_1_gene159684"	0.881576698153419	"GC"	"GC"	NA
"TARA_025_SRF_lt-0.22_G_C3427249_1_gene159684"	"TARA_034_SRF_0.1-0.22_G_scaffold54395_1_gene60600"	0.881576698153419	"GC"	"GC"	NA
"TARA_032_SRF_lt-0.22_G_C4578172_1_gene212112"	"TARA_111_SRF_0.22-3_G_scaffold294405_1_gene310125"	0.881571105159365	"GC"	"GC"	NA
"TARA_155_MES_lt-0.22_G_scaffold279797_1_gene495590"	"TARA_180_SRF_lt-0.22_G_scaffold301034_1_gene561470"	0.881559804119259	"GC"	"GC"	NA
"TARA_163_MES_0.22-3_G_C21010549_1_gene597663"	"TARA_070_MES_0.22-3_G_C10360611_1_gene272961"	0.881539895833661	"GC"	"GC"	NA
"TARA_189_DCM_lt-0.22_G_scaffold18197_8_gene56990"	"TARA_208_SRF_lt-0.22_G_scaffold8270_1_gene32784"	0.881526732287498	"GC"	"GC"	NA
"TARA_168_IZZ_lt-0.22_G_scaffold88264_2_gene194694"	"0ZKR4"	0.881521807405629	"GC"	"OG"	NA
"TARA_158_DCM_lt-0.22_G_scaffold154809_1_gene282715"	"TARA_082_DCM_0.22-3_G_C19385888_1_gene377866"	0.881521284447726	"GC"	"GC"	NA
"TARA_058_DCM_0.22-3_G_scaffold251594_1_gene239001"	"TARA_151_SRF_0.22-3_G_scaffold193783_1_gene162896"	0.881513421751082	"GC"	"GC"	NA
"TARA_137_DCM_lt-0.22_G_C4278906_1_gene102388"	"TARA_110_DCM_0.22-3_G_scaffold303364_1_gene263246"	0.881501210071001	"GC"	"GC"	NA
"TARA_205_SRF_0.22-3_G_scaffold38472_1_gene53747"	"TARA_191_SRF_lt-0.22_G_scaffold10680_6_gene32457"	0.881496888011557	"GC"	"GC"	NA
"TARA_137_MES_0.22-3_G_scaffold168346_1_gene159693"	"TARA_037_MES_0.22-1.6_G_scaffold259395_1_gene315263"	0.881496849806366	"GC"	"GC"	NA
"TARA_173_SRF_0.22-3_G_scaffold150833_1_gene165481"	"TARA_191_SRF_lt-0.22_G_scaffold85301_1_gene151605"	0.881496335404411	"GC"	"GC"	NA
"TARA_137_DCM_0.22-3_G_scaffold243362_1_gene321110"	"TARA_038_MES_0.1-0.22_G_scaffold22544_1_gene26671"	0.881495211334767	"GC"	"GC"	NA
"TARA_148b_MES_0.22-3_G_scaffold195581_1_gene167408"	"126N0"	0.881488558399967	"GC"	"OG"	"type II secretion system ATPase PulM"
"TARA_137_DCM_lt-0.22_G_C4250352_1_gene68737"	"TARA_189_MES_lt-0.22_G_scaffold99261_4_gene236521"	0.881479108223663	"GC"	"GC"	NA
"TARA_122_DCM_0.22-0.45_G_scaffold60429_1_gene76927"	"TARA_039_DCM_0.22-1.6_G_C18546841_1_gene514230"	0.881478539723863	"GC"	"GC"	NA
"TARA_078_DCM_0.22-0.45_G_scaffold401866_1_gene373222"	"TARA_180_ZZZ_lt-0.22_G_scaffold34143_1_gene106119"	0.881478113946205	"GC"	"GC"	NA
"TARA_206_SRF_lt-0.22_G_scaffold32380_1_gene98001"	"TARA_173_DCM_lt-0.22_G_scaffold27187_3_gene83424"	0.881467615953801	"GC"	"GC"	NA
"TARA_173_DCM_lt-0.22_G_scaffold27187_3_gene83424"	"TARA_206_SRF_lt-0.22_G_scaffold32380_1_gene98001"	0.881467615953801	"GC"	"GC"	NA
"TARA_124_SRF_0.22-0.45_G_scaffold29070_1_gene22437"	"TARA_041_DCM_0.22-1.6_G_scaffold71990_1_gene63592"	0.881464250411847	"GC"	"GC"	NA
"TARA_025_DCM_0.22-1.6_G_scaffold108259_1_gene105165"	"TARA_152_MIX_0.22-3_G_scaffold278360_1_gene254923"	0.881463121027468	"GC"	"GC"	NA
"TARA_068_MES_0.22-3_G_scaffold215966_1_gene198752"	"TARA_209_MES_0.22-3_G_scaffold148416_1_gene154272"	0.88145922803566	"GC"	"GC"	NA
"TARA_031_SRF_0.22-1.6_G_scaffold223157_1_gene173966"	"TARA_031_SRF_lt-0.22_G_scaffold16389_1_gene9216"	0.881458173629247	"GC"	"GC"	NA
"TARA_189_MES_lt-0.22_G_scaffold282521_3_gene470782"	"TARA_155_MES_lt-0.22_G_scaffold243342_3_gene456824"	0.881453385312885	"GC"	"GC"	NA
"TARA_155_MES_lt-0.22_G_scaffold243342_3_gene456824"	"TARA_189_MES_lt-0.22_G_scaffold282521_3_gene470782"	0.881453385312885	"GC"	"GC"	NA
"TARA_112_DCM_0.22-3_G_scaffold297640_1_gene276868"	"TARA_037_MES_0.22-1.6_G_scaffold20747_1_gene18297"	0.881450987636562	"GC"	"GC"	NA
"TARA_037_MES_0.22-1.6_G_scaffold20747_1_gene18297"	"TARA_112_DCM_0.22-3_G_scaffold297640_1_gene276868"	0.881450987636562	"GC"	"GC"	NA
"TARA_034_DCM_0.22-1.6_G_C17582508_1_gene960059"	"TARA_070_MES_0.22-0.45_G_scaffold111845_1_gene140826"	0.881450105470818	"GC"	"GC"	NA
"TARA_036_DCM_0.22-1.6_G_scaffold299371_1_gene293991"	"TARA_122_DCM_0.22-3_G_scaffold72552_1_gene80989"	0.881446991894567	"GC"	"GC"	NA
"TARA_041_SRF_lt-0.22_G_C6271347_1_gene127540"	"TARA_032_SRF_lt-0.22_G_scaffold3163_1_gene3150"	0.881442041472105	"GC"	"GC"	NA
"TARA_168_DCM_0.22-3_G_scaffold184220_1_gene222184"	"TARA_168_DCM_0.22-3_G_scaffold123318_1_gene129851"	0.881435763341404	"GC"	"GC"	NA
"TARA_022_SRF_lt-0.22_G_C3802424_1_gene248069"	"TARA_209_SRF_lt-0.22_G_scaffold270994_1_gene419546"	0.881435541361002	"GC"	"GC"	NA
"TARA_111_MES_0.22-3_G_C19891573_1_gene335252"	"TARA_102_MES_0.22-3_G_scaffold142242_1_gene117738"	0.881424475159869	"GC"	"GC"	NA
"TARA_052_SRF_0.22-1.6_G_scaffold142028_1_gene106896"	"TARA_124_SRF_0.22-3_G_C37425278_1_gene726937"	0.881419947189441	"GC"	"GC"	NA
"TARA_193_SRF_lt-0.22_G_scaffold3898_1_gene14917"	"TARA_158_DCM_lt-0.22_G_scaffold140656_3_gene265612"	0.881419846347933	"GC"	"GC"	NA
"TARA_206_SRF_lt-0.22_G_scaffold209962_1_gene362593"	"TARA_180_ZZZ_lt-0.22_G_scaffold123513_4_gene265464"	0.881419047751167	"GC"	"GC"	NA
"TARA_098_MES_0.22-3_G_scaffold335815_1_gene254578"	"TARA_085_MES_0.22-3_G_scaffold132606_1_gene130394"	0.88140409612915	"GC"	"GC"	NA
"TARA_191_SRF_0.22-3_G_scaffold36781_1_gene39829"	"TARA_038_MES_0.22-1.6_G_scaffold114192_1_gene105887"	0.881397688896425	"GC"	"GC"	NA
"TARA_180_ZZZ_lt-0.22_G_scaffold212108_1_gene358719"	"TARA_189_MES_lt-0.22_G_scaffold28926_1_gene96818"	0.881393274525661	"GC"	"GC"	NA
"TARA_158_MES_0.22-3_G_C12431880_1_gene313935"	"TARA_037_MES_0.22-1.6_G_C14512109_1_gene557459"	0.88138566613372	"GC"	"GC"	NA
"TARA_193_SRF_lt-0.22_G_scaffold42364_1_gene104756"	"TARA_180_SRF_0.22-3_G_scaffold49351_1_gene80185"	0.881383887343702	"GC"	"GC"	NA
"TARA_201_MES_lt-0.22_G_scaffold230549_1_gene331976"	"TARA_158_MES_lt-0.22_G_scaffold260283_1_gene320095"	0.881379644670395	"GC"	"GC"	NA
"TARA_039_MES_0.22-1.6_G_C8230069_1_gene390460"	"TARA_037_MES_0.1-0.22_G_scaffold111916_1_gene110331"	0.881377396519859	"GC"	"GC"	NA
"TARA_100_DCM_lt-0.22_G_scaffold117390_2_gene141933"	"TARA_102_DCM_0.22-3_G_C27053881_1_gene785523"	0.881374503968988	"GC"	"GC"	NA
"TARA_032_SRF_0.22-1.6_G_scaffold84387_1_gene65471"	"TARA_052_DCM_lt-0.22_G_scaffold60849_1_gene36837"	0.88136609438695	"GC"	"GC"	NA
"TARA_173_DCM_lt-0.22_G_scaffold268131_1_gene461787"	"TARA_158_MES_lt-0.22_G_scaffold9324_2_gene37081"	0.881359000704598	"GC"	"GC"	NA
"TARA_175_SRF_lt-0.22_G_scaffold7856_4_gene39615"	"TARA_158_SRF_lt-0.22_G_scaffold267501_1_gene443868"	0.881358371035848	"GC"	"GC"	NA
"TARA_158_SRF_lt-0.22_G_scaffold267501_1_gene443868"	"TARA_175_SRF_lt-0.22_G_scaffold7856_4_gene39615"	0.881358371035848	"GC"	"GC"	NA
"TARA_085_MES_0.22-3_G_scaffold233401_1_gene250092"	"0XTKY"	0.881356432667332	"GC"	"OG"	"carbohydrate-binding module family 13"
"TARA_175_SRF_lt-0.22_G_scaffold129292_1_gene309394"	"TARA_188_DCM_lt-0.22_G_scaffold128059_1_gene260271"	0.881351556146767	"GC"	"GC"	NA
"TARA_068_SRF_0.22-0.45_G_scaffold354685_1_gene329253"	"TARA_175_SRF_0.22-3_G_scaffold56231_1_gene59809"	0.881344383919614	"GC"	"GC"	NA
"TARA_078_MES_0.22-3_G_scaffold263226_1_gene187587"	"TARA_023_DCM_lt-0.22_G_scaffold29972_1_gene19175"	0.881342883650126	"GC"	"GC"	NA
"TARA_112_DCM_0.22-3_G_scaffold4304_1_gene3634"	"TARA_018_DCM_0.22-1.6_G_C20637860_1_gene661875"	0.881341916286688	"GC"	"GC"	NA
"TARA_072_DCM_0.22-3_G_scaffold199382_1_gene165784"	"TARA_004_DCM_0.22-1.6_G_scaffold64627_2_gene46056"	0.881335181310946	"GC"	"GC"	NA
"TARA_004_DCM_0.22-1.6_G_scaffold64627_2_gene46056"	"TARA_072_DCM_0.22-3_G_scaffold199382_1_gene165784"	0.881335181310946	"GC"	"GC"	NA
"TARA_191_SRF_lt-0.22_G_scaffold5471_3_gene18008"	"TARA_168_SRF_lt-0.22_G_C7572180_1_gene501228"	0.881334711886954	"GC"	"GC"	NA
"TARA_052_SRF_lt-0.22_G_scaffold84712_1_gene64419"	"TARA_036_DCM_0.22-1.6_G_scaffold269655_1_gene243628"	0.881332605826161	"GC"	"GC"	NA
"TARA_036_DCM_0.22-1.6_G_scaffold269655_1_gene243628"	"TARA_052_SRF_lt-0.22_G_scaffold84712_1_gene64419"	0.881332605826161	"GC"	"GC"	NA
"TARA_052_DCM_0.22-1.6_G_C23942196_1_gene616238"	"TARA_093_DCM_0.22-3_G_scaffold235891_1_gene283554"	0.881324548685815	"GC"	"GC"	NA
"TARA_025_SRF_0.22-1.6_G_C16892241_1_gene694050"	"TARA_034_SRF_0.1-0.22_G_scaffold183715_1_gene231862"	0.881318853150359	"GC"	"GC"	NA
"TARA_140_SRF_0.22-3_G_scaffold282835_1_gene288539"	"TARA_133_DCM_0.22-3_G_scaffold220369_1_gene214432"	0.881312394882879	"GC"	"GC"	NA
"TARA_133_DCM_0.22-3_G_scaffold220369_1_gene214432"	"TARA_140_SRF_0.22-3_G_scaffold282835_1_gene288539"	0.881312394882879	"GC"	"GC"	NA
"TARA_180_SRF_lt-0.22_G_scaffold404890_1_gene683573"	"TARA_168_SRF_lt-0.22_G_scaffold86112_3_gene194451"	0.88130415028926	"GC"	"GC"	NA
"TARA_122_DCM_0.1-0.22_G_scaffold102767_1_gene168512"	"TARA_072_DCM_0.22-3_G_scaffold168788_1_gene140301"	0.881301525166284	"GC"	"GC"	NA
"TARA_076_DCM_0.22-0.45_G_scaffold232871_1_gene185241"	"TARA_052_DCM_lt-0.22_G_C4983193_1_gene171994"	0.881298292703222	"GC"	"GC"	NA
"TARA_052_DCM_lt-0.22_G_C4983193_1_gene171994"	"TARA_076_DCM_0.22-0.45_G_scaffold232871_1_gene185241"	0.881298292703222	"GC"	"GC"	NA
"TARA_158_SRF_lt-0.22_G_scaffold151409_2_gene315007"	"TARA_206_MES_0.22-3_G_scaffold188020_1_gene187894"	0.881297102729431	"GC"	"GC"	NA
"TARA_191_SRF_lt-0.22_G_scaffold102048_1_gene170086"	"TARA_178_SRF_lt-0.22_G_scaffold94654_2_gene238735"	0.881292812909396	"GC"	"GC"	NA
"TARA_152_MIX_0.22-3_G_scaffold117793_1_gene100037"	"TARA_009_DCM_0.22-1.6_G_scaffold182892_1_gene172890"	0.881291667188091	"GC"	"GC"	NA
"TARA_009_DCM_0.22-1.6_G_scaffold182892_1_gene172890"	"TARA_152_MIX_0.22-3_G_scaffold117793_1_gene100037"	0.881291667188091	"GC"	"GC"	NA
"TARA_037_MES_0.22-1.6_G_C14406292_1_gene508866"	"0XVZ2"	0.881291558340708	"GC"	"OG"	NA
"TARA_138_DCM_0.22-3_G_scaffold70366_1_gene51517"	"TARA_068_SRF_0.22-0.45_G_scaffold67651_1_gene48893"	0.881289106514146	"GC"	"GC"	NA
"TARA_068_SRF_0.22-0.45_G_scaffold67651_1_gene48893"	"TARA_138_DCM_0.22-3_G_scaffold70366_1_gene51517"	0.881289106514146	"GC"	"GC"	NA
"TARA_158_SRF_0.22-3_G_scaffold251165_1_gene270880"	"TARA_085_DCM_0.22-3_G_scaffold97753_1_gene71716"	0.881287364377151	"GC"	"GC"	NA
"TARA_201_DCM_lt-0.22_G_scaffold102205_3_gene196642"	"TARA_168_DCM_lt-0.22_G_scaffold34270_2_gene101893"	0.881285195141242	"GC"	"GC"	NA
"TARA_018_SRF_lt-0.22_G_C2131809_1_gene147256"	"TARA_031_SRF_lt-0.22_G_scaffold90001_1_gene59451"	0.88128405818551	"GC"	"GC"	NA
"TARA_189_SRF_lt-0.22_G_scaffold309046_1_gene437840"	"TARA_205_SRF_0.22-3_G_C10803800_1_gene367624"	0.881282970921813	"GC"	"GC"	NA
"TARA_085_MES_0.22-3_G_scaffold228783_1_gene242004"	"0XTY6"	0.881282611150814	"GC"	"OG"	"Tannase and feruloyl esterase"
"TARA_196_SRF_lt-0.22_G_scaffold266876_1_gene389953"	"TARA_173_DCM_lt-0.22_G_scaffold29517_1_gene89010"	0.881279784765418	"GC"	"GC"	NA
"TARA_140_SRF_0.22-3_G_scaffold266513_1_gene256884"	"TARA_033_SRF_lt-0.22_G_scaffold89349_1_gene78301"	0.881279242182466	"GC"	"GC"	NA
"TARA_033_SRF_lt-0.22_G_scaffold89349_1_gene78301"	"TARA_140_SRF_0.22-3_G_scaffold266513_1_gene256884"	0.881279242182466	"GC"	"GC"	NA
"TARA_137_SRF_0.22-3_G_scaffold43746_1_gene32923"	"TARA_123_SRF_0.45-0.8_G_C15797185_1_gene598270"	0.881278663874031	"GC"	"GC"	NA
"TARA_042_DCM_lt-0.22_G_C6664209_1_gene102286"	"TARA_038_MES_0.1-0.22_G_C5177562_1_gene261023"	0.881270863506146	"GC"	"GC"	NA
"TARA_189_DCM_lt-0.22_G_scaffold69090_1_gene160045"	"TARA_189_SRF_0.22-3_G_scaffold104318_1_gene119929"	0.881261923385156	"GC"	"GC"	NA
"TARA_048_SRF_lt-0.22_G_scaffold58848_1_gene41708"	"TARA_109_SRF_lt-0.22_G_scaffold164940_1_gene144336"	0.881260193328775	"GC"	"GC"	NA
"TARA_180_SRF_lt-0.22_G_scaffold184149_1_gene425602"	"TARA_180_ZZZ_lt-0.22_G_scaffold36734_3_gene111465"	0.881256127950653	"GC"	"GC"	NA
"TARA_148b_MES_0.22-3_G_scaffold165970_2_gene134536"	"TARA_158_MES_lt-0.22_G_C8719989_1_gene496555"	0.881247140048974	"GC"	"GC"	NA
"TARA_070_SRF_lt-0.22_G_C4628794_1_gene189140"	"TARA_025_DCM_0.22-1.6_G_scaffold112384_1_gene109495"	0.881245268864826	"GC"	"GC"	NA
"TARA_025_DCM_0.22-1.6_G_scaffold112384_1_gene109495"	"TARA_070_SRF_lt-0.22_G_C4628794_1_gene189140"	0.881245268864826	"GC"	"GC"	NA
"TARA_205_SRF_lt-0.22_G_scaffold208774_1_gene294429"	"TARA_173_DCM_lt-0.22_G_scaffold362514_3_gene555638"	0.881242094894938	"GC"	"GC"	NA
"TARA_209_SRF_lt-0.22_G_scaffold295642_3_gene443469"	"TARA_173_DCM_lt-0.22_G_scaffold32742_2_gene95072"	0.881237478362493	"GC"	"GC"	NA
"TARA_138_DCM_0.22-3_G_scaffold332860_1_gene282186"	"TARA_034_DCM_0.22-1.6_G_scaffold506498_1_gene589357"	0.881232267407273	"GC"	"GC"	NA
"TARA_034_DCM_0.22-1.6_G_scaffold506498_1_gene589357"	"TARA_138_DCM_0.22-3_G_scaffold332860_1_gene282186"	0.881232267407273	"GC"	"GC"	NA
"TARA_208_SRF_0.22-3_G_scaffold98801_1_gene113586"	"TARA_188_SRF_lt-0.22_G_scaffold110370_2_gene223477"	0.881232188629296	"GC"	"GC"	NA
"TARA_100_DCM_lt-0.22_G_scaffold117378_1_gene141837"	"TARA_004_DCM_0.22-1.6_G_scaffold162365_1_gene128010"	0.881230515621623	"GC"	"GC"	NA
"TARA_123_MIX_0.22-0.45_G_C14224422_1_gene610651"	"TARA_123_MIX_0.22-3_G_scaffold290643_1_gene318141"	0.881227379246025	"GC"	"GC"	NA
"TARA_175_SRF_lt-0.22_G_scaffold286823_2_gene501152"	"TARA_133_DCM_0.22-3_G_C18067751_1_gene738361"	0.881216389839624	"GC"	"GC"	NA
"TARA_102_DCM_lt-0.22_G_scaffold32935_2_gene73560"	"TARA_168_DCM_0.22-3_G_C12757286_1_gene299301"	0.881215313914042	"GC"	"GC"	NA
"TARA_066_SRF_lt-0.22_G_C3251025_1_gene147324"	"TARA_064_DCM_0.1-0.22_G_C8240467_1_gene182763"	0.881213401902104	"GC"	"GC"	NA
"TARA_064_DCM_0.1-0.22_G_C8240467_1_gene182763"	"TARA_066_SRF_lt-0.22_G_C3251025_1_gene147324"	0.881213401902104	"GC"	"GC"	NA
"TARA_082_SRF_lt-0.22_G_scaffold52374_2_gene60073"	"TARA_175_ZZZ_lt-0.22_G_scaffold57814_1_gene97741"	0.881213398124816	"GC"	"GC"	NA
"TARA_194_DCM_0.22-3_G_C18632167_1_gene434196"	"TARA_173_SRF_lt-0.22_G_scaffold52274_1_gene45595"	0.881213019975751	"GC"	"GC"	NA
"TARA_085_SRF_lt-0.22_G_C3198662_1_gene145295"	"TARA_085_DCM_lt-0.22_G_scaffold54371_1_gene32099"	0.881212360259715	"GC"	"GC"	NA
"TARA_067_SRF_0.22-0.45_G_C17471238_1_gene531265"	"TARA_009_SRF_0.22-1.6_G_scaffold243453_1_gene298517"	0.881206569848336	"GC"	"GC"	NA
